"Date","Time","Horse","Course","Fin Pos","SP","SP Num","BSP","IR Low","%DiffLOW","IR High","%DiffHIGH","Evening Price","Breakfast Price","Morning Price","BFPlaceSP","Race Type"
"15/05/2016","15:25","Goohar","Stratford","6","5/1","5.00","6.80","6.40","-5.88","1000.00","14605.88","7.00","5.50","5.50","1.97","Chase"
"15/05/2016","16:50","Knockraha Pylon","Killarney","4","7/1","7.00","11.00","9.20","-16.36","1000.00","8990.91","11.00","10.00","11.00","2.44","Chase"
"15/05/2016","16:55","Sonofagun","Market Rasen","2","7/2","3.50","5.60","3.05","-45.54","1000.00","17757.14","4.50","4.50","4.50","2.50","Chase"
"15/05/2016","16:55","Flaming Gorge","Market Rasen","3","9/4","2.25","3.31","2.38","-28.10","1000.00","30111.48","5.00","4.50","4.00","2.04","Chase"
"15/05/2016","17:05","Casino Markets","Stratford","1","13/8","1.63","2.88","1.01","-64.93","2.96","2.78","6.50","4.50","4.50","1.72","Chase"
"15/05/2016","17:05","Bilbrook Blaze","Stratford","PU","3/1","3.00","4.40","4.40","0.00","1000.00","22627.27","3.75","5.00","5.00","2.34","Chase"
"15/05/2016","17:15","Noodles Blue Boy","Ripon","5","9/4","2.25","3.50","3.40","-2.86","870.00","24757.14","2.88","3.25","3.25","2.01","Turf"
"16/05/2016","14:40","Mister Sunshine","Brighton","1","8/13","0.61","1.66","1.01","-39.16","1.69","1.81","1.57","1.50","1.44","1.14","Turf"
"16/05/2016","17:50","Bright New Dawn","Killarney","3","6/4","1.50","2.53","1.73","-31.62","1000.00","39425.69","3.50","2.88","2.25","1.46","Hurdle"
"16/05/2016","17:50","Hidden Cyclone","Killarney","4","5/4","1.25","2.42","2.30","-4.96","500.00","20561.16","3.00","4.33","3.00","1.41","Hurdle"
"16/05/2016","18:10","Alwalaa","Leicester","3","4/7","0.57","1.61","1.10","-31.68","1000.00","62011.80","2.38","2.00","2.00","1.25","Turf"
"16/05/2016","18:10","Reign On","Leicester","1","3/1","3.00","4.65","1.01","-78.28","18.00","287.10","2.88","2.88","3.00","1.65","Turf"
"16/05/2016","19:00","Sea Of Snow","Windsor","1","5/1","5.00","9.20","1.01","-89.02","19.50","111.96","3.75","3.50","4.00","1.69","Turf"
"16/05/2016","19:00","Legendary Lunch","Windsor","2","1/5","0.20","1.20","1.10","-8.33","1000.00","83233.33","1.80","1.73","1.57","1.07","Turf"
"16/05/2016","19:10","Victoire De Lyphar","Leicester","1","7/2","3.50","5.20","1.01","-80.58","9.20","76.92","5.00","3.50","3.50","2.06","Turf"
"17/05/2016","14:10","Hakeem","Nottingham","1","1/16","0.06","1.06","1.01","-4.72","1.09","2.83","1.67","1.57","1.36","1.02","Turf"
"17/05/2016","16:20","Fadillah","Nottingham","1","8/15","0.53","1.63","1.01","-38.04","2.00","22.70","1.67","1.44","1.40","1.09","Turf"
"17/05/2016","17:25","The Tailgater","Huntingdon","1","2/1","2.00","3.21","1.01","-68.54","3.70","15.26","3.75","3.75","4.33","1.76","Hurdle"
"17/05/2016","17:25","Ninepointsixthree","Huntingdon","2","7/2","3.50","4.54","3.00","-33.92","1000.00","21926.43","3.25","3.50","4.00","1.98","Hurdle"
"17/05/2016","18:00","War Singer","Huntingdon","1","4/1","4.00","6.63","1.01","-84.77","17.50","163.95","2.75","3.25","3.50","1.22","Chase"
"17/05/2016","18:00","The Society Man","Huntingdon","4","150/1","150.00","259.51","100.00","-61.47","1000.00","285.34","51.00","81.00","101.00","16.36","Chase"
"17/05/2016","18:20","The Moore Factor","Killarney","4","4/1","4.00","5.16","4.00","-22.48","1000.00","19279.84","4.00","4.00","3.50","1.83","Turf"
"17/05/2016","19:00","Kassis","Huntingdon","1","3/1","3.00","4.10","1.01","-75.37","9.00","119.51","7.00","7.00","5.50","1.50","Chase"
"17/05/2016","19:00","Trojan Star","Huntingdon","3","2/1","2.00","3.35","2.92","-12.84","600.00","17810.45","5.50","5.50","4.33","1.39","Chase"
