"Date","Time","Horse","Course","Fin Pos","SP","SP Num","BSP","IR Low","%DiffLOW","IR High","%DiffHIGH","LTO Distance To Winner (Same Code)","Evening Price","Breakfast Price","Morning Price","BFPlaceSP","Race Type"
"22/08/2016","19:50","Eyeshine","Kempton","2","4/5","0.80","2.46","1.02","-58.54","1000.00","40550.41","2.00","2.50","1.91","1.83","1.24","A/W"
"24/08/2016","14:00","Nepeta","Musselburgh","1","7/2","3.50","5.13","1.01","-80.31","5.20","1.36","5.25","7.00","7.00","6.00","1.69","Turf"
"26/08/2016","14:00","Spatial","Newmarket","1","4/6","0.67","1.73","1.01","-41.62","1.81","4.62","1.25","2.25","1.67","1.61","1.08","Turf"
"26/08/2016","14:20","Showtime Lady","Thirsk","3","11/8","1.38","2.42","1.40","-42.15","1000.00","41222.31","0.10","3.25","2.63","2.25","1.18","Turf"
"26/08/2016","15:20","Dheyaa","Ffos Las","4","Evens","1.00","2.27","2.08","-8.37","1000.00","43952.86","0.30","1.91","1.91","1.91","1.42","Turf"
"27/08/2016","14:00","Peak Princess","Beverley","1","4/6","0.67","1.77","1.01","-42.94","3.95","123.16","2.00","2.25","2.00","2.00","1.17","Turf"
"27/08/2016","14:10","Money In My Pocket","Goodwood","2","11/2","5.50","6.72","2.00","-70.24","150.00","2132.14","5.00","8.00","8.00","8.00","2.38","Turf"
"27/08/2016","14:45","Grecian Light","Goodwood","7","4/1","4.00","5.60","5.30","-5.36","1000.00","17757.14","1.50","3.00","3.00","3.00","1.78","Turf"
"28/08/2016","14:35","Pastoral Star","Goodwood","7","7/2","3.50","4.84","3.85","-20.45","1000.00","20561.16","2.50","3.75","3.75","3.75","1.76","Turf"
"28/08/2016","14:45","Alwafaa","Yarmouth","4","7/4","1.75","2.74","1.72","-37.23","1000.00","36396.35","0.00","5.00","6.50","6.00","1.33","Turf"
"01/09/2016","15:40","Pellucid","Salisbury","3","5/1","5.00","6.60","3.70","-43.94","1000.00","15051.52","0.00","3.50","3.50","3.75","2.53","Turf"
"01/09/2016","17:40","Tonahutu","Chelmsford City","1","2/1","2.00","3.42","1.01","-70.47","4.00","16.96","6.00","4.00","4.50","2.75","1.39","A/W"
"03/09/2016","15:15","Queensbrydge","Kempton","4","20/1","20.00","35.19","6.00","-82.95","1000.00","2741.72","0.00","34.00","26.00","26.00","3.85","A/W"
"03/09/2016","15:40","Spirit Of India","Ascot","7","6/4","1.50","2.69","2.52","-6.32","1000.00","37074.72","0.00","4.00","4.33","4.50","1.36","Turf"
"03/09/2016","16:30","Quiet Reflection","Haydock","1","7/2","3.50","4.48","1.01","-77.46","4.80","7.14","2.20","0.00","0.00","0.00","2.26","Turf"
"03/09/2016","17:35","Volition","Thirsk","1","11/4","2.75","3.64","1.01","-72.25","4.00","9.89","1.50","3.25","3.50","3.50","1.47","Turf"
"06/09/2016","14:00","Alwaysandforever","Leicester","2","5/1","5.00","6.80","1.76","-74.12","830.00","12105.88","0.00","7.00","6.00","5.00","2.98","Turf"
"07/09/2016","15:00","Go On Go On Go On","Doncaster","7","7/1","7.00","12.53","11.50","-8.22","810.00","6364.49","0.00","8.00","11.00","11.00","3.10","Turf"
"08/09/2016","14:30","Rich Legacy","Doncaster","1","3/1","3.00","4.76","1.01","-78.78","30.00","530.25","2.65","5.50","5.00","4.50","1.73","Turf"
"08/09/2016","15:05","Abingdon","Doncaster","5","5/2","2.50","3.75","2.62","-30.13","1000.00","26566.67","0.00","3.25","3.25","3.25","1.67","Turf"
"08/09/2016","18:10","Life On Mars","Chelmsford City","6","6/1","6.00","7.92","3.60","-54.55","1000.00","12526.26","3.40","11.00","11.00","12.00","2.57","A/W"
"09/09/2016","13:55","Nemoralia","Doncaster","7","4/6","0.67","1.71","1.60","-6.43","1000.00","58379.53","0.00","1.80","1.80","1.83","1.29","Turf"
"09/09/2016","16:25","Canonbury","Chester","1","6/4","1.50","2.61","1.01","-61.30","3.50","34.10","1.95","2.50","2.25","2.50","1.51","Turf"
"13/09/2016","14:20","Textured","Yarmouth","7","4/1","4.00","6.40","5.90","-7.81","1000.00","15525.00","0.30","3.75","3.75","4.33","1.67","Turf"
"14/09/2016","15:25","So Mi Dar","Yarmouth","1","11/8","1.38","2.66","1.01","-62.03","3.65","37.22","0.00","2.20","1.91","2.00","1.36","Turf"
"15/09/2016","16:50","Maleficent Queen","Ayr","4","9/2","4.50","5.87","3.10","-47.19","1000.00","16935.78","6.05","7.00","5.00","5.00","1.63","Turf"
"16/09/2016","15:40","Clem Fandango","Ayr","1","11/4","2.75","4.77","1.01","-78.83","6.40","34.17","9.25","4.33","3.75","3.75","1.93","Turf"
